	sent_id	sentence
194305	9142	हालांकि दिल्ली में धूल भरी आंधी ने मजा किरकिरा कर दिया । 
194317	9143	चंडीगढ़ , जयपुर , कोलकाता व चेन्नई में भी बादलों की अठखेलियों के कारण शुक्र के ट्रांजिट के ज्यादातर समय तक लोग आसमान में कुछ नहीं देख पाए । 
194346	9144	लेकिन , मुंबई , बंगलोर सहित देश के कई शहरों ने शुक्र को सुबह १०.४३ मिनट से शाम ४.३० मिनट के बीच इस अद्भुत घटना को स्पष्ट रूप से देखा , जो जीवन में संयोग से ही देखने को मिलती है । 
194386	9145	विदेशों में भी करोड़ों लोगों ने शुक्र को सूर्य के पटल पर नजर आने और फिर धीरे - धीरे उसकी सतह से होते हुए जाते देखा । 
194413	9146	भारत के अलावा अन्य एशियाई देशों , अफ्रीका , यूरोप , आस्ट्रेलिया और अमेरिका के पूर्वी हिस्से के लोगों ने अपने - अपने तरीके से इस खगोलीय घटना का आनंद उठाया । 
194445	9147	भारत में इस नजारे को देखने के लिए अमेरिका से विज्ञानियों की एक टीम आई थी । 
194462	9148	लेकिन धूल भरी आंधी ने उनकी और शहरवासियों की उम्मीदों पर पानी फेर दिया । 
194477	9149	इसके बावजूद लोगों का उत्साह कम नहीं हुआ । 
194486	9150	शाम को आसमान साफ हुआ तो उनकी खुशी देखने लायक थी । 
194498	9151	अमेरिकी टीम के सदस्य और नॉर्थ डकोटा यूनिवर्सिटी से अंडरग्रेजुएट विष्णु कांपुरू ने बताया कि तेज हवाओं के कारण उनका टेंट उड़ गया और कीमती उपकरणों को संभालने में काफी परेशानियों का सामना करना पड़ा । 
194534	9152	इस टीम के अन्य सदस्य टिमोथी आर. यंग ने बताया कि दुनिया भर से विज्ञानियों द्वारा जुटाए गए आंकड़ों के अध्ययन से भविष्य में शुक्र जैसे छोटे ग्रहों की खोज करने में मदद मिलेगी । 
194569	9153	इस मौके पर उन उपकरणों को भी टेस्ट किया गया , जिनसे छोटे ग्रहों को ढूंढा जा सकता है । 
194589	9154	उन्होंने बताया कि इस अवसर का इस्तेमाल सूर्य व धरती के बीच दूरी नापने के लिए भी किया गया । 
194609	9155	राजधानी के अलावा जयपुर , चेन्नई , बंगलोर व कोलकाता में प्लेनेटोरियम स्कूली बच्चों से अटे रहे । 
194627	9156	युवा व बुजुर्ग भी इसे देखने में पीछे नहीं रहे । 
194638	9157	हालांकि विशेषज्ञों ने नंगी आंखों से इस घटना को न देखने की चेतावनी दी थी , लेकिन कई लोगों ने इसे सीधे भी देखा । 
194663	9158	खगोलीय रूप से यह घटना सूर्य ग्रहण की ही तरह है लेकिन चूंकि शुक्र बहुत छोटा है इसलिए यह सूर्य की किरणों को रोक नहीं पाता और उसकी सतह पर बिंदी की तरह नजर आता है । 
194700	9159	गौरतलब है कि इससे पहले छह बार यह घटना रिकॉर्ड की गई है । 
194713	9160	टेलीस्कोप के आविष्कार के बाद से १६३१ , १६३९ , १७६१ , १७६९ , १८७४ , १८८२ में ऐसी घटनाएं होने का जिक्र है । 
194732	9161	यह ट्रांजिट २४३ साल में चार बार होता है । 
194742	9162	आठ साल बाद दिसंबर में शुक्र का ट्रांजिट होता है , जबकि १२१.५ साल बाद जून में ट्रांजिट होता है । 
194763	9163	तमिलनाडु सरकार ने बुधवार को सुप्रीम कोर्ट में मद्रास हाईकोर्ट के कांची शंकराचार्य को राधाकृष्णन हमले के मामले में जमानत देने के फैसले को चुनौती देते हुए याचिका दायर की । 
194794	9164	प्रधान न्यायाधीश आर. सी. लाहोटी के नेतृत्व वाली खंडपीठ के समक्ष बुधवार को शंकररमन हत्या के मामले में शंकाराचार्य की जमानत याचिका के साथ बृहस्पतिवार को विशेष अनुमति याचिका पर सुनवाई का अनुरोध करने पर खंडपीठ ने इससे इनकार कर दिया । 
194836	9165	खंडपीठ ने कहा कि नई याचिका पर अलग से सुनवाई होगी । 
194848	9166	खंडपीठ ने तमिलनाडु सरकार के वकील के. टी. एस. तुलसी की दोनों विशेष अनुमति याचिकाओं पर बृहस्पतिवार को साथ सुनवाई करने की मांग खारिज कर दी । 
194875	9167	तुलसी ने कहा कि याचिका को सूचीबद्ध किया जा चुका है और इस पर बृहस्पतिवार को सुनवाई करने का अनुरोध किया जा रहा है । 
194900	9168	इससे पहले ३ दिसंबर को हाईकोर्ट ने इस मामले में शंकराचार्य की जमानत याचिका स्वीकार कर ली थी । 
194919	9169	राज्य सरकार की दलील है कि शंकराचार्य इस मामले में मुख्य अभियुक्त हैं उन्हें जमानत देने से जांच पर असर पड़ सकता है । 
194941	9170	अय्यर को मंगलवार रात को विशेष जांच दल ने गिरफ्तार करने के बाद आधी रात को मजिस्ट्रेट के घर पेश किया । 
194963	9171	मजिस्ट्रेट ने अय्यर को १९ जनवरी तक न्यायिक हिरासत में भेजने के आदेश दिए । 
194978	9172	विश्वनाथ अय्यर को शंकररमन की हत्या करने वाले पांचों लोगों को गिरोह के लिए पैसे की व्यवस्था करने और बांटने के आरोप में गिरफ्तार किया गया है । 
195006	9173	विशेष जांच दल द्वारा अय्यर से मंगलवार को पूछताछ करने के बाद गिरफ्तार किया । 
195021	9174	तेलुगु देशम पार्टी ( टीडीपी ) के प्रमुख चंद्रबाबू नायडू ने शनिवार को कहा कि समाजवादी पार्टी अगर केंद्र सरकार के खिलाफ अविश्वास प्रस्ताव लाती है तो वह उसका समर्थन करेंगे । 
195053	9175	कांग्रेस पर विभिन्न राज्यों में राज्यपालों के दुरुपयोग करने का आरोप लगाते हुए आंध्र प्रदेश के पूर्व मुख्यमंत्री ने कहा कि आज के समय में इस मुद्दे पर एक सर्वदलीय वाद - विवाद आयोजित कराया जाना चाहिए । 
195091	9176	उन्होंने कहा कि राज्यपाल पद के औचित्य पर एक लम्बी बहस की जरूरत है । 
195106	9177	नायडू ने कहा कि व्यक्तिगत रूप से वह महसूस करते हैं कि भारत में राज्यपाल जैसे पद की कोई खास जरूरत नहीं है । 
195130	9178	इसके अलावा कुछ ऐसे भी नेता हैं , जिनका मानना है कि राज्यपाल के कार्यालय को नियंत्रित करने की जरूरत है , लेकिन वे भी इस मुद्दे पर एक राष्ट्रीय बहस छेड़ने की जरूरत समझते हैं । 
195167	9179	उल्लेखनीय है कि नायडू इन दिनों खाद्य - कृषि प्रदर्शनी में हिस्सा लेने लखनऊ आए हुए हैं । 
195184	9180	उन्होंने मुख्यमंत्री मुलायम सिंह के आवास पर एक संवाददाता सम्मेलन को भी सम्बोधित किया । 
195199	9181	कई मुद्दों पर समाजवादी पार्टी के विचारों का समर्थन करते हुए नायडू ने कहा कि ईरान के खिलाफ भारत का निर्णय परंपरागत रूप से सही नहीं है , क्योंकि भारत ने इसके तहत अपनी व्यापार नीति तथा गुटनिरपेक्ष नीति को भी धक्का पहुंचाया है । 
195244	9182	नायडू ने कहा कि यह सिर्फ अमेरिका समर्थित कदम है , जिस पर भारतीय सरकार अमल कर रही है । 
195264	9183	इसके साथ ही नायडू ने पुष्टि करते हुए कहा कि यदि समाजवादी पार्टी अंततः ईरान पर मतदान कराए जाने के मुद्दे पर संसद में अविश्वास प्रस्ताव लाती है , तो वे उसका ही समर्थन करेंगे । 
195300	9184	फ्रांस के बाद नीदरलैंड द्वारा यूरोपीय संघ के प्रस्तावित संविधान को खारिज किए जाने के बाद दूसरी बार पराजय का सामना कर रहे यूरोपीय नेताओं ने २५ सदस्यीय संघ के भविष्य को लेकर शांतिपूर्ण तरीके से विचार करने का आह्वान किया है . 
195343	9185	तीन दिन पहले फ्रांस में ५५ प्रतिशत मतदाताओं द्वारा प्रस्तावित संविधान के खिलाफ़ मत देने के बाद बुधवार को नीदरलैंड में कराए गए जनमत संग्रह के शुरुआती नतीजों में ६२ प्रतिशत मतदाताओं ने संविधान को खारिज कर दिया . 
195382	9186	इससे पहले लातविया के सांसदों ने सर्वसम्मति के साथ संविधान को मंजूरी दे दी थी , लेकिन फ्रांसीसी और डच मतदाताओं द्वारा प्रस्ताव के खिलाफ़ जाने से संविधान खटाई में पड़ गया है . 
195416	9187	यूरोपीय संविधान को लागू करने के लिए संघ के सभी २५ देशों की मंजूरी जरूरी है . 
195433	9188	वहीं इटली के प्रधानमंत्री सिलवियो बरलूसकोनी ने कहा कि नीदरलैंड और फ्रांस की ओर से संविधान को खारिज करने के बाद किसी के पास यूरोप के भविष्य को लेकर कोई जवाब नहीं है . 
195467	9189	उन्होंने कहा कि यह ऐसे सवाल हैं , जो हम अपने आप से कर रहे हैं . 
195484	9190	उन्होंने कहा कि आज ऐसा कोई भी व्यक्ति नहीं है , जिसके पास ऐसा कोई जवाब हो , जो सबके लिए वैध हो . 
195508	9191	फ्रांस के राष्ट्रपति जाक शिराक ने कहा कि नीदरलैंड का फैसला यूरोपियन प्रौजेक्ट के घटनाक्रम को लेकर उम्मीदें , सवाल और चिंताएं पैदा करता है . 
195534	9192	शिराक के कार्यालय से जारी बयान में दोनों देशों की ओर से संविधान को खारिज करने के नतीजों का विश्लेषण करने का आह्वान किया गया है , लेकिन बहुत से लोगों का मानना है कि संविधान की पुष्टि के लिए दबाव बनाने का कोई मतलब नहीं है . 
195582	9193	प्रस्ताव का समर्थन करने वाले जर्मन विपक्ष नेता बूटर बोस ने कहा कि उनका मानना है कि कहानी खत्म हो चुकी है और दो महत्वपूर्ण देशों ने प्रस्ताव खारिज कर दिया है . 
195615	9194	अमर उजाला को मिले एक समाचार में कार्यालय को बम से उड़ाने और संपादक को जान से मारने की धमकी दी गई है । 
195639	9195	समाचार में इसे अलकायदा का ऐलान कहा गया है । 
195649	9196	जो पूरा हिंदी में है । 
195655	9197	समाचार में कहा गया है कि अगर सानिया मिर्जा मुजफ्फरनगर आई तो उसको भी उड़ा दिया जाएगा । 
195673	9198	समाचार में यह भी धमकी दी गई है कि आने वाले दिनों में सहारनपुर , मुजफ्फरनगर और मेरठ बम धमाकों से दहलेंगे क्योंकि ओसामा बिन लादेन का मिशन अमेरिका ही नहीं भारत के कई शहरों को तबाह करना है । 
195709	9199	इस धमकी भरे पत्र से उलेमा इत्तेफाक नहीं रखते । 
195719	9200	देवबंद के उलेमा का कहना है कि अमर उजाला से उनको कोई शिकायत नहीं है । 
195735	9201	अमर उजाला की भूमिका निष्पक्ष रहती है । 
195743	9202	अमर उजाला को यह शुक्रवार को डाक से प्राप्त हुआ । 
195754	9203	खत के ऊपर अलकायदा का ऐलान लिखा है । 
195763	9204	पत्र में कहा गया है कि हम तुम्हारे प्रेस कार्यालयों में बम धमाके करेंगे , तुम्हें पता नहीं । 
195778	9205	अगर तुमने उलेमा से माफी नहीं मांगी तो इसके लिए निर्दोष लोगों की जान के जिम्मेदार अमर उजाला के संपादक होंगे । 
195800	9206	मुजफ्फरनगर में सानिया मिर्जा आई तो बम से उड़ा दी जाएगी । 
195812	9207	अगर तुमने माफी नहीं मांगी तो दिल्ली बम धमाकों की तरह मुजफ्फरनगर की बस्तियां उड़ेंगी । 
195828	9208	हमारा मिशन एसजी एमजी है । 
195834	9209	हमारे मिशन के सभी लोग अपने मिशन की कामयाबी के लिए फैल चुके हैं । 
195849	9210	इस धमकी भरे खत से उलेमा नाइत्तेफाकी रखते हैं । 
195859	9211	उलेमा ने इसे गलत मानसिकता वाले लोगों की हरकत बताया है । 
195871	9212	मेरठ के नायब शहरकाजी जैनुर राशिदीन ने कहा कि अमर उजाला हमेशा निष्पक्ष ढंग से बात कहता है । 
195890	9213	मिल्ली कौंसिल के महासचिव कारी शफीकुर्रहमान ने कहा कि अमर उजाला सच्चाई को उठाता है । 
195906	9214	नगर के उलेमा अखबार की और अधिक कामयाबी के लिए दुआ करते हैं । 
195920	9215	दारुल उलूम वक्फ के फतवा विभाग के नायब प्रभारी मुफ्ती एहसान कासमी का कहना है कि मीडिया के फायदों को नजर अंदाज नहीं किया जा सकता है । 
195948	9216	उन्होंने कहा कि उन्हें भी आज तक अमर उजाला अखबार से कोई तकलीफ नहीं पहुंची है । 
195965	9217	अमर उजाला अखबार ने हमेशा ऐसे मुद्दों से परहेज किया है । 
195977	9218	जिनसे माहौल में कड़वाहट पैदा हो । 
195984	9219	मुफ़ती एहसान अमर उजाला की तरक्की के लिए दुआ करते है । 
195996	9220	मुजफ्फरनगर के उत्तर प्रदेश इमाम संगठन के प्रदेश अध्यक्ष मुफ्ती जुल्फिकार का कहना है कि अमर उजाला बहुत मयारी और स्टेटस वाला अखबार है । 
196021	9221	इसने हमेशा अपनी जिम्मेदारियों को समझा है । 
196029	9222	शहर काजी जहीर आलम ने कहा कि अमर उजाला सभी को साथ लेकर चलता है । 
196045	9223	इस धमकी भरे पत्र मिलने की खबर मिलते ही समूचा प्रशासन हिल गया । 
196059	9224	आईजी मेरठ जोन ने पूरे मामले को गंभीरता से लिया । 
196070	9225	एसएसपी और एसपी सिटी ने भी अमर उजाला कार्यालय आकर पूरे मामले की पड़ताल की और सुरक्षा इंतजाम किए । 
196090	9226	भाकपा ने बिहार के राज्यपाल बूटा सिंह को हटाने की मांग की है । 
196104	9227	पार्टी महासचिव एबी बर्धन का कहना है कि बूटा के कामकाज के तरीके और एक रेलवे अफसर के तबादले की सिफारिश को राजग आगामी चुनाव में मुद्दा बना सकता है । 
196135	9228	भाकपा ने अपनी मांग के समर्थन में बुधवार को बिहार बंद का आह्वान भी किया है । 
196152	9229	भाकपा नेता ने कहा कि राजग नहीं चाहता कि बूटा को हटाया जाए । 
196166	9230	वह इस मामले को चुनाव में राजनीतिक रंग देना चाहता है । 
196178	9231	भारतीय जनता पार्टी ( भाजपा ) के पूर्व अध्यक्ष व विपक्ष के नेता लालकृष्ण आडवाणी और अपनी यात्रा के लिए केंद्र द्वारा बुलेट - प्रूफ वाहन के प्रस्ताव पर पार्टी अध्यक्ष राजनाथ सिंह ने सरकार की आलोचना की है . 
196218	9232	उन्होंने कहा है कि केंद्र का यह प्रस्ताव देश की ' खस्ताहाल ' आंतरिक सुरक्षा को दर्शाता है . 
196237	9233	राजनाथ ने आरोप लगाया है कि आतंकवाद से सख्ती से निपटने के लिए सरकार कुछ नहीं कर रही है . 
196257	9234	शनिवार को नई दिल्ली में पार्टी की एक बैठक में उन्होंने कहा कि केंद्र की सत्तारूढ़ यूपीए सरकार का यह प्रस्ताव इस बात को दर्शाता है कि देश में सुरक्षा की स्थिति कितनी दयनीय है ? 
196293	9235	उन्होंने कहा कि पोटा का हटाया जाना आतंकवादियों के प्रति यूपीए के नरम रुख को दर्शाता है . 
196311	9236	उन्होंने कहा कि आतंकवाद से निपटने के लिए सरकार सख्ती नहीं दिखा रही है . 
196326	9237	कांची के शंकराचार्य जयेंद्र सरस्वती की मुश्किलें कम होने का नाम नहीं ले रही हैं । 
196342	9238	पहले हत्या का मामला दर्ज हुआ और अब उन पर मंदिर से कीमती आभूषण और शिवलिंग चुराने का आरोप लगाया गया है । 
196365	9239	इस मामले में गिरफ्तारी से बचने के लिए शंकराचार्य ने अग्रिम जमानत के लिए मद्रास हाईकोर्ट में गुहार लगाई है । 
196386	9240	माना जा रहा है कि शुक्रवार को इस मामले की सुनवाई हो सकती है । 
196401	9241	शंकराचार्य ने कहा है कि उनके खिलाफ लगाए गए आरोप झूठे और आधारहीन हैं । 
196416	9242	तिरुवरुर जिले के पेरियाकुडी स्थित शिव मंदिर के एक पूर्व कर्मचारी सुरेश ने शंकराचार्य और आठ अन्य लोगों के खिलाफ आभूषण और शिवलिंग चोरी करने का आरोप लगाया है । 
196446	9243	कोट्टुर पुलिस में शिकायत दर्ज कराने वाले सुरेश ने कहा है कि इस साल १२ नवंबर को आचार्य की मौजूदगी में शिवलिंग और कीमती ' नवरत्न हीरे ' सहित अन्य आभूषण गायब हो गए । 
196481	9244	यह मंदिर पेरियाकुडी में है और यह शंकाराचार्य का जन्म स्थान है । 
196494	9245	संयोग से शंकराचार्य के पिता का भी जन्म इसी गांव में हुआ था । 
196508	9246	सूत्रों के मुताबिक जयेंद्र सरस्वती पूजा करने मंदिर गए थे और वह वहां पांच मिनट तक रुके थे । 
196527	9247	सुरेश ने अपनी शिकायत में कहा है कि शंकराचार्य के आदेश पर ही उनके सहयोगियों ने पीतम ( पीठिका ) के नीचे दबे आभूषणों को निकाल लिया । 
196555	9248	उस दिन गांव और उसके अगल - बगल के लोग उनसे आशीर्वाद लेने आए थे । 
196571	9249	उन्होंने कहा कि आभूषणों की चोरी के बारे में उन्हें कोई जानकारी नहीं है और उन्हें यह भी पता नहीं है कि आखिर चोरी किसने की । 
196598	9250	ऐन लोकसभा चुनाव से पहले शरद पवार का साथ छोड़ने वाले पूर्व लोकसभा अध्यक्ष पीए संगमा ने बुधवार को कहा कि वे राष्ट्रवादी कांग्रेस पार्टी ( एनसीपी ) में लौट रहे हैं । 
196631	9251	संगमा ने कहा कि कांग्रेस अध्यक्ष सोनिया गांधी के प्रधानमंत्री बनने से इन्कार करने के बाद वे कारण खत्म हो गए हैं , जिनकी वजह से उन्होंने पार्टी छोड़ी थी । 
196662	9252	संगमा ने यहां एनसीपी मुख्यालय पर पत्रकारों से कहा कि उन्होंने विदेशी मूल की सोनिया गांधी के प्रधानमंत्री बनने के मुद्दे पर एनसीपी छोड़ी थी , लेकिन उन्होंने प्रधानमंत्री बनने से इन्कार कर दिया । 
196697	9253	लिहाजा , अब किसी तरह का मतभेद नहीं है । 
196707	9254	देश में एनसीपी की अपनी अलग पहचान है । 
196716	9255	तृणमूल कांग्रेस के उम्मीदवार के रूप में पिछला लोकसभा चुनाव जीतने वाले संगमा ने कहा कि एनसीपी में उनकी वापसी में अब सिर्फ कुछ तकनीकी अड़चनें हैं । 
196744	9256	उन्होंने कहा कि वह उचित समय की प्रतीक्षा में है उसके बाद वे एनसीपी में शामिल हो जाएंगे । 
196763	9257	अमेरिकी नेतृत्व वाले गठबंधन ने सोमवार को इराक की अंतरिम सरकार को सत्ता सौंपने के बाद इराक की नई सरकार ने शपथ ले ली । 
196788	9258	आतंकी हमलों की आशंका को देखते हुए गठबंधन ने निर्धारित समय से दो दिन पहले अंतरिम सरकार को सत्ता सौंपने का फैसला किया । 
196812	9259	इराक में अमेरिकी गवर्नर एल. पॉल ब्रेमर ने भारी सुरक्षा के बीच एक समारोह में इराक के अंतरिम प्रधानमंत्री ईयाद अलावी को सत्ता हस्तांतरण संबंधी कानूनी दस्तावेज सौंपे । 
196841	9260	सत्ता हस्तांतरण के करीब दो घंटे बाद ब्रेमर अमेरिका के लिए रवाना हो गए । 
196856	9261	वहीं , ऑस्ट्रेलिया और जॉर्डन ने अमेरिकी गठबंधन सेना द्वारा इराक को सत्ता सौंपने का स्वागत किया है । 
196875	9262	अमेरिकी नेतृत्व वाली गठबंधन सेना द्वारा सोमवार को इराक की अंतरिम सरकार को सत्ता हस्तांतरित करने के बाद इराक की नई सरकार के सदस्यों ने एक समारोह में अपने हाथों में कुरान लेकर पद व गोपनीयता की शपथ ली । 
196915	9263	इस मौके पर अलावी ने अपने भाषण में कहा कि यह एक ऐतिहासिक दिन है । 
196931	9264	हमारा मानना है कि हम सुरक्षा स्थिति पर नियंत्रण करने में सक्षम हैं । 
196945	9265	देश की भावी योजनाओं का जिक्र करते हुए उन्होंने इराकी लोगों से इस्लाम और मुसलमानों के खिलाफ काम कर रहे आतंकियों से भयभीत न होने का अनुरोध किया । 
196974	9266	उन्होंने कहा कि खुदा हमारे साथ है । 
196982	9267	अलावी ने कहा कि वे एक बार फिर आतंकी ताकतों को चेतावनी दे रहे हैं । 
196998	9268	उन्होंने कहा कि हम यह नहीं भूल सकते हैं कि संकट की घड़ी में कौन हमारे साथ था और कौन नहीं ? 
197018	9269	अलावी ने पुलिस और सुरक्षा सेनाओं पर हमले रोकने की अपील करते हुए कहा कि यह सेना इराकी सेना है , सद्दाम की सेना नहीं है । 
197043	9270	इस मौके पर ब्रेमर ने कहा कि जैसा आपने कहा हम उससे सहमत हैं कि आप सत्ता संभालने के लिए तैयार हैं । 
197066	9271	उन्होंने कहा कि मैं इराक के भविष्य को लेकर विश्वस्त हो कर देश छोड़ूंगा । 
197081	9272	औपचारिक रूप से सुसज्जित एक कमरे में आयोजित इस समारोह में ब्रेमर अलावी और राष्ट्रपति गाजी अल - यावर के साथ बैठे थे । 
197105	9273	अल - यावर ने कहा कि हम गठबंधन सेना को धन्यवाद देना चाहते हैं । 
197120	9274	अमेरिकी नेतृत्व वाली गठबंधन सेना के प्रेस ऑफिस के निदेशक रॉबर्ट टप्पन ने ब्रेमर के इराक छोड़ने की पुष्टि करते हुए कहा कि ब्रेमर दो बजे देश छोड़ चुके हैं । 
197151	9275	इराक के उप प्रधानमंत्री बारहम सालेह ने सशस्त्र सुरक्षाकर्मियों के बीच ब्रेमर को विदा किया । 
197167	9276	ब्रेमर ने अमेरिका के सैनिक विमान सी - 130 से रवाना होने से पहले सालेह से हाथ मिलाया और वहां मौजूद पत्रकारों से बिना कोई बात किए वह रवाना हो गए । 
197199	9277	ब्रेमर पिछले वर्ष मई से इराक में थे । 
197208	9278	वहीं , जॉर्डन के विदेश मंत्री मारवान मुआशेर ने इस फैसले का स्वागत करते हुए कहा कि उनका देश इराक की नई सरकार की हर संभव मदद करने के लिए तैयार है । 
197241	9279	प्रधानमंत्री मनमोहन सिंह ने भारत के स्वदेशी फास्ट - ब्रीडर कार्यक्रम पर निगरानी लगाए जाने की अमेरिकी मांग को साफतौर पर ठुकरा दिया है । 
197266	9280	अमेरिकी राष्ट्रपति जार्ज बुश की यात्रा से पहले प्रधानमंत्री ने देश को भरोसा दिलाया है कि अमेरिका के साथ प्रस्तावित परमाणु समझौते में देश के परमाणु कार्यक्रम को प्रभावित नहीं होने दिया जाएगा । 
197300	9281	उन्होंने यह भी साफ किया कि कौन सा परमाणु कार्यक्रम नागरिक है । 
197313	9282	इसकी पहचान केवल देश ही करेगा , कोई और नहीं । 
197320	9283	प्रधानमंत्री मनमोहन सिंह ने अमेरिका के साथ प्रस्तावित परमाणु समझौते पर सोमवार को लोकसभा में सरकार का पक्ष रखा । 
197340	9284	उन्होंने कहा कि यह समझौता भारत की ऊर्जा जरूरतों को ध्यान में रख कर किया जा रहा है । 
197359	9285	उन्होंने कहा कि नागरिक और सैन्य परमाणु कार्यक्रम को एक - दूसरे से अलग करने के कार्यक्रम पर बातचीत जारी है । 
197381	9286	अभी यह भी तय होना है कि नागरिक कार्यक्रम के तहत आने वाले ठिकानों के लिए क्या सुरक्षा मानदंड अपनाए जाएं । 
197403	9287	इसलिए अभी इन सब के बारे में सारा ब्यौरा देना उचित नहीं होगा । 
197417	9288	वे इतना भरोसा जरूर दिलाना चाहेंगे कि इस बारे में जो भी किया जाएगा , वह राष्ट्रहित को ध्यान में रखते हुए किया जाएगा । 
197440	9289	प्रधानमंत्री ने कहा कि नागरिक और सैन्य कार्यक्रम को अलग - अलग करने की योजना परमाणु सिद्धांत के अनुरूप होगी , जिसमें विश्वसनीय न्यूनतम परमाणु प्रतिरोधक क्षमता की बात कही गई है । 
197473	9290	समझौते में ' अन्योन्यता ' पर जोर देते हुए उन्होंने वाशिंगटन को याद दिलाया कि 18 जुलाई को हुए समझौते के दौरान उसने ' कुछ वादे ' किए थे , जिन्हें अभी तक पूरा नहीं किया जा सका है । 
197513	9291	तारापुर रियेक्टर के लिए आयातित ईधन की सप्लाई भी इन्हीं वादों में एक है । 
197528	9292	सदन को आश्वस्त करते हुए प्रधानमंत्री ने कहा , ' राष्ट्रीय सुरक्षा और हमारे परमाणु कार्यक्रम की स्वायत्तता से जुड़े मुद्दे के प्रति हमारी प्रतिद्धता हमारी सीमाएं निर्धारित करती है । 
197558	9293	प्रधानमंत्री ने पहली बार प्रस्तावित पृथक्करण योजना की रूपरेखा पेश करते हुए कहा कि विभिन्न चरणों में हमारे कई तापीय परमाणु रियेक्टरों की नागरिक सुविधाओं के रूप में पहचान कर उन्हें आईएईए निगरानी में रखा जाएगा जो हमारी तापीय परमाणु ऊर्जा का 65 प्रतिशत होगा । 
197604	9294	उन्होंने कहा कि हम केवल उन्हीं परमाणु सुविधाओं को निगरानी में रखेंगे , जिनकी पहचान हमारी निरोधक क्षमता को नुकसान पहुंचाए बगैर और आर. एंड डी. प्रयासों को बाधित किए बगैर नागरिक परमाणु कार्यक्रम के रूप में हो सकती है । 
197645	9295	गौरतलब है कि प्रधानमंत्री ने यह बयान ऐसे मौके पर दिया है , जब एक मार्च से बुश का तीन दिनी भारत दौरा शुरू होने वाला है और इस मुद्दे पर अमेरिकी विदेश उप मंत्री निकोलस बन्र्स और भारतीय विदेश सचिव श्याम सरन के बीच वार्ता चल रही है । 
197694	9296	रिलायंस समूह को उड़ीसा में बंगाल की खाड़ी के तटीय इलाके में गैस का भंडार मिला है । 
197712	9297	बृहस्पतिवार को कंपनी की वार्षिक आम बैठक में रिलायंस के अध्यक्ष मुकेश अंबानी ने इस बात की घोषणा की । 
197732	9298	कंपनी को अनुमान है कि इस इलाके में चार से पांच अरब घन फीट तक गैस का भंडार है । 
